拿花呗支付的退款后钱是退到哪儿	花呗买的东西，退款就退到哪了	1
花呗分期我是否可以分两次	我的花呗首次开通	0
余额宝限制了转入金额不公平，让想还花呗的人无法转入余额宝	余额宝能不能自动转入关花呗	0
怎么不花呗交电费了	我用花呗交了煤气费，为什么还到我卡里了	0
花呗收益怎么计算	花呗怎么收益	1
怎么有效提高蚂蚁借呗的额度	怎样花呗额度会提高	0
看看我开通花呗收款了吗	我想开通支付宝蚂蚁花呗收款	0
蚂蚁花呗最多可一次借多少	蚂蚁花呗最多能借多少	1
我刚刚买了一款洗衣机是花呗分期吗	我买的这个是用花呗分期买的吗	0
蚂蚁借呗每月自动扣款时间为几点	蚂蚁借呗还款日当天什么时候扣款	1
做个花呗收钱码	花呗支付宝收款码	0
商家开通花呗后有收取手续费吗	线下店铺用花呗收款要手续费吗	1
我找朋友代付，他可以用花呗帮我代付吗？	网上买东西代付可以用花呗么	1
取消蚂蚁花呗还款短信	代还花呗取消	0
能调高借呗吗	蚂蚁借呗额度调低后还可以调高吗	0
花呗验证码收不	花呗现在还不了 支付收不到验证码	1
商家支持花呗和信用卡支付，手续费是多少	给商家付款了，用花呗付的，但是它要收手续费，我怎么把以前退回来	0
花呗分期计算表	花呗分期手续费的计算公式	0
我这是开通了花呗	花呗开通了怎么领取红包	0
花呗一个月只能分期一次吗	花呗还了一部分，还可以再分期吗	0
充流量不能用花呗吗	花呗支持充流量吗	0
刚刚退款***多为什么还没到花呗呀	为什么退款的钱到花呗，没见到钱	1
花呗最低还款还完，剩下的怎么算	花呗还款的***％计息怎么算	0
怎样做才能早点恢复花呗	花呗不能正常使用怎么恢复	0
花呗逾期还能分期么	我蚂蚁花呗逾期，现在还了还能继续使用吗	0
蚂蚁借呗借最长时间多久	蚂蚁借呗还款时间只在***点么	0
花呗信用分到多少可以开通	芝麻信用要多少才可以开通蚂蚁花呗	0
蚂蚁借呗为什么无法借款了	为什么还完款，借呗里面原有的钱不见了	0
借呗。利息。怎么越还越多	蚂蚁借呗要收多少利息	0
蚂蚁借呗必须成年吗	蚂蚁借呗可以调借款金额吗	0
我在淘宝网上购物每次都是银行卡上扣款了，为什么还要我在花呗这里还款	我刷卡银行已经扣了钱，为什么还有花呗还款	1
怎么使用余额还款蚂蚁借呗	你，蚂蚁借呗怎么弄开通	0
余额宝可以支付花呗还款吗	我就是想知道还款的时间是花呗固定的对吗	0
网上有哪些可以用花呗	花呗支付线下有哪些	0
花呗有负数什么了	为什么有时候花呗是负的	0
蚂蚁借呗没有提前还款设置	借呗目前没有能力还清会怎样	0
我第一次花呗还款是最低还款，下个月还能分期吗	花呗第一个月使用最低还款，第二个月要还完全部吗	0
借呗还了怎么还显示逾期	蚂蚁借呗逾期***天还款会怎样	0
可以把我同一个用户的借呗转来令一个支付宝上的借呗转来现在这个号上吗	我的支付宝可以蚂蚁借呗吗	0
借呗系统关了 怎么开	借呗开通过，现在取消了，怎么恢复	0
我花呗最低还款了	上个月的花呗我只还了最低还款	0
淘宝购物时的花呗分期是不是只有在花呗有钱的情况下才可以用	付款时候花呗分期不可用	0
花呗那钱的来龙去脉我还没弄清楚	我们的花呗支持最低还款吗	0
到店花呗消费返现翻倍资格什么意思	到店支付花呗翻倍资格	0
蚂蚁借呗出现风险怎么接触	蚂蚁借呗点开后存在风险	0
为什么花呗不能用美团	为什么美团点外卖花呗用不了	1
花呗少很每个月还了又花	我的花呗怎么那么少	0
花呗免息分期	iphone *** 花呗分期***期免息券	0
我的借呗以前有额度，现在怎么没了	借呗怎么没有信用度了	1
我用花呗付的摩拜单车，为什么我退了押金还让我还花呗	我之前膜拜押金用花呗支付的，我今天***号如果想退押金，这个钱会抵我这个月的账单么	0
花呗邦了另一个号码，如何解邦	我关闭另一个支付宝花呗了	0
花呗哪里充话费	花呗充值话费在那充值	1
借呗停用，不可以开通花呗	怎么我的不能开通花呗和借呗	0
换了支付宝能开蚂蚁花呗	如何将蚂蚁花呗绑定另一个支付宝账户	0
为什么我蚂蚁借呗还开不了	借呗 为什么没额度	0
借呗逾期一天会加多少利息	***借呗逾期一天多少利息	1
花呗信用卡收款的服务费怎么算	花呗和信用卡收钱在那里关	0
借呗授权不能借款	为什么 我借不了款了 借呗	1
花呗没有花过***多这么多钱	我都没怎么用花呗怎么差这么多	0
借呗还款未还清	支付宝借呗线下还款	0
花呗越还越多	我的花呗越换越多了	1
怎样设置花呗为支付宝优先付款方式	设置了花呗为优先支付方式，为什么是线下支付余额扣了钱	0
借呗的钱可以转到余额宝中吗	我把钱放到了余额宝咋样才能转到蚂蚁借呗	0
我芝麻借呗想提升额度	想了解一下借呗额能提升	0
我花呗的钱用去哪里了可以查吗	怎么看花呗是在哪里用钱的	1
帮我永久关闭花呗	我想永久关闭我的花呗	1
我现在为什么不能开通花呗	借呗也开通不了	0
蚂蚁借呗为什么最长期限是六个月	蚂蚁借呗，怎么不是借***个月，只可以借***个月而已	1
借呗逾期关闭过后还会再开吗	借呗逾期一个月以后还可以用吗	0
借呗怎样提免费额度	能帮我评估借呗提升额度吗	0
花呗结清账了如何退出	如何关闭花呗……	0
境内花呗返现	花呗境外花呗	0
花呗还了最低还款 还有其他的这个月不用还了吧	花呗月账单分期最低还款怎么算	0
我的支付宝需要开通花呗收款	我的怎么不能花呗收款	0
花呗提前还款规则	淘宝上的花呗怎样提前还款	1
是不是支付宝账户余额足够还当期蚂蚁借呗的额度就到期自动还款	什么是蚂蚁借呗自动还款	0
我的花呗是否还需要还款	花呗我全部还清的	0
为什么我银行卡绑定不了花呗	为什么蜀信卡绑定不了蚂蚁花呗	0
花呗提额补充学历里面没有我的学校怎么办	花呗学历怎么没有初中	0
为什么用花呗付款一次额度只有一百	为什么超出额度后花呗还能用	0
收款码收款，花呗有限额吗	收钱码信用卡与花呗收款限额吗	0
借呗是免息的吗	借呗免息券换不了	0
花呗分期之后可以用免息卷吗	花呗有分期积分可以兑换分期吗	0
我的花呗提示不能正常使用，是怎么了	为什么我的花呗提示被冻结了ne	0
推荐的花呗有啥活动	花呗的双***活动	0
分期后，花呗还会有额度吗	如果我把本月的花呗钱还了，额度会不会还原	0
借呗怎么只有***个月份期限了	借呗借款期限不能选择***个月	0
怎么改变花呗关联的银行卡	花呗在哪里修改绑定了的银行卡	1
给我恢复借呗	我的借呗到底能不能恢复	0
没有，银行卡花呗能提额度吗	蚂蚁借呗还款提示银行卡有限额怎么办	0
为什么我借呗只有借***个月的	为什么我的蚂蚁借呗，没有了	0
我的蚂蚁借呗没有额度了为什么	为什么我的支付宝没有借呗额度	1
叫朋友在微信帮还支付宝花呗可以吗	微信能付花呗吗	0
花呗要用其他手机登录是什么情况	一个是用手机登录的，常用，但是手机登录的用不了花呗	0
蚂蚁花呗的额度如何提高	怎样把蚂蚁借呗的额度提升	0
我的借呗 还款 还完不让用 怎么回事	借呗的分期怎么主动还款	0
可以余额宝还花呗和借呗吗	密付可以还花呗借呗吗	0
下个月我花呗最低还多钱	花呗还完本月最低还款	0
蚂蚁借呗还完后可以再借吗	借呗提前还完能再次借么	0
借呗逾期一天，还了还有没有	今天还款日，***点才还的借呗，会不会算逾期	0
为什么我的蚂蚁借呗还是贷不了款	蚂蚁借呗怎么样借款	0
为什么蚂蚁信用分低的 花呗额度比信用分高的多	我为什么花呗额度那么低	0
花呗怎么样开通	我的账户如何开通花呗	1
根本就找不到我的花呗	花呗，我找不到	1
多个账号花呗只能用一个	同一个手机号只能一个花呗	0
花呗可用额度是一千元只用了***可以吗	花呗额度不够了还能继续用吗	0
为什么我的花呗开通不了	我的花呗不能用怎么办	0
我已经还款了，要怎么才能关闭花呗	付款怎么用花呗分期付款	0
借呗还完了怎么没有恢复额度	借呗什么时候能有额度	0
最近是否有刷花呗返现金	花呗返现活动	1
为什么买家使用花呗手续费扣了 我没收到款	我用花呗支付的一笔费用，商户那显示没收到款，但花呗已经显示扣款成功了	0
花呗临时额度使用完可以分期还款吗	花呗额度临时加了 下个月额度恢复 还可以分期付款么	0
不用花呗，会收手续费吗	开通了花呗又不用花呗买东西，要收费吗	1
支付宝a账户 的花呗赞同 用b账户可以使用么	怎么开通蚂蚁花呗，这是我刚注册的支付宝	0
更改花呗最低消费金额	花呗还了 最低额度后	0
花呗开通后，不用会不会扣取费用	开通花呗、没消费扣手续费吗	1
没钱还给花呗	刷了花呗没收到钱	0
借呗还款会有短信通知吗	借呗还款当天会有提醒吗	1
什么时候才能满足蚂蚁借呗条件	从哪能看出我满不满足申请借呗的条件	0
我花呗的额度是***.我用了***	花呗的可用额度	0
借呗是不是一定要绑定银行卡才可以	花呗不绑定银行卡就不能用吗	0
借呗额度申请未通过	我提升了蚂蚁借呗的额度.申请通过！怎么额度没有变	0
借呗按期还款时能提前还款吗	蚂蚁借呗提前还款无法还款怎么回事	0
花呗的交易记录可以宣掉吗	如何删除借呗的交易记录	0
我的花呗不能向商家付款	付款的时候没有花呗选项	0
我问的是蚂蚁花呗分期还款提前还是什么时候还不需要手续费	怎么我的花呗账单没得分期了	0
用了花呗的钱，退款了还在是分期的吗	借呗的钱和花呗的钱是在一起的嘛	0
花呗额度超支险额多少	蚂蚁花呗最高额度使用多少	0
我的借呗提款怎么还没到账	蚂蚁借呗放款为什么一直没到账	1
一个手机号码多个账户只能有一个可以开通花呗	手机号不同，一个人能开两个花呗么	0
借呗分期还款可以	我的借呗借到钱了，可以分期还不	1
花呗余额什么时候恢复	我的意思是充话费使用花呗 什么时间恢复	0
花呗我已经开通了	把花呗关了，是吧	0
蚂蚁借呗借款有限制次数吗	借呗借款限制次数嘛	1
借呗还款期限十二个月	借呗有还款日期限制吗	0
公交卡是扣花呗嘛	怎么是花呗付款公交卡	0
我花呗早就还款了	花呗还款有福利	0
借呗的额度要多少	设置不了借呗的可用额度	0
关闭蚂蚁花呗后别的账号如何开通	关闭花呗后余额不见，再开通就没有了，如何追回余额	0
花呗的钱是***块钱。什么意思	花呗让我登录qq网址什么意思	0
借呗咋不见了	蚂蚁借呗的免息卷怎么不见了	0
订单显示退款到花呗了	在花呗里了	0
评估花呗有哪些指标	蚂蚁花呗账户评估	0
用花呗在哪里充话费	在哪里冲话费可以用花呗	1
花呗收款 有些客户不能用花呗付款是为什么	我的收款不能用花呗收钱	0
为什么蚂蚁花呗额度会负额度	我花呗为什么才七十块额度	0
怎么找不到花呗入口了	花呗找不到怎么弄	1
蚂蚁借呗长期借款提前还手续费怎么算	蚂蚁借呗提前还款有手续费什么意思	0
我花呗账单已经还清了，怎么这个月还要我还***元钱	我的花呗账单有问题	1
蚂蚁借呗我这个月还款了吗	我借呗看不到还款期了怎么办	0
借呗花呗可以申请晚两个月还款吗	我花呗可以推迟***天还款吗	0
如何去主动申请开通蚂蚁借呗	如何主动申请开通借呗	1
借呗到了还款日 为什么没有自动扣款	借呗为什么不在余额扣还	0
开通花呗如何关闭人脸	花呗的人脸识别怎样关闭	1
花呗如果我开通了不用会有费用吗	开能花呗不用要收费的吗	1
淘宝和支付宝显示的花呗不一样	支付宝里面的花呗和我淘宝花呗金额不一样 怎么回事	1
用花呗帮还	花呗还款如何用余额	0
您可登陆支付宝账号**********使用花呗	你可以使用另外一个账号登录花呗	0
花呗个人信息修改	我已经改了个人信息了。花呗怎么还没有	0
花呗可以分两次分期付款嘛	花呗已经分过一次期，还可以分期还款吗	0
花呗主动还款为什么扣了银行卡里双份钱	为什么主动还花呗	0
蚂蚁借呗一次能借多少钱?利息是多少	蚂蚁借呗好久不玩要利息	0
怎么看到上个月的花呗明细	我想知道我花呗的明细	1
花呗怎么没有尽情花呗了	尽情花呗怎么领取	0
花呗临时额度能不能分期还	花呗账单能分期吗	0
花呗可以发红包还款吗	花呗可以发扣扣红包么	0
我用花呗交二百话费 我的联通提示我只交了一百 怎么回事	我用花呗交错话费了还可以退么	0
花呗逾期一月之内还款会影响信用么	花呗***号还款有什么影响	0
我蚂蚁借呗逾期一天影响大吗	借呗逾期一次，对以后一直有影响吗	0
每个人都有借呗礼包吗	花呗新人礼包	0
怎么更改花呗密码	把修改花呗！跟支付宝密码	0
如何把蚂蚁借呗从我的页面隐藏	蚂蚁借呗能关闭吗	0
花呗额度可以申请临时提额吗	花呗额度用完借呗可以开通吗	0
开通网商贷，还能开通借呗吗	兄弟能不能开通借呗	0
我淘宝为什么不支持花呗支付	花呗可以向什么付款	0
借呗是不是卡里有钱就可以？要不要转到余额宝里	钱转到余额宝里了，不知道怎样去还蚂蚁借呗	0
有没有支持花呗付款的q币充值	花呗可以充qq币么	1
我的花呗还款过了为什么还有显示下个月还款	为什么我的花呗还完了还显示待处理	0
***月份的花呗 不是应该***月还吗	是不是花呗要还钱	0
花呗怎么修改要还的金额	花呗还款方式怎么换	0
春节期间借呗可以随时还吗	蚂蚁借呗可以随借随还吗	0
店家显示可以花呗付款	只要商家支持花呗就可以付款是吗	0
花呗领取了临时额度	怎么样提升花呗临时额度	0
花呗的还款扣了我两次钱	扣花呗钱快点	0
退款了怎么还在花呗还款里	钱是还了花呗吗	0
我想提前全额还款借呗	蚂蚁借呗分期以后可以提前还款吗	0
为什么美宜佳花呗消费显示不可用	花呗不可用怎么办	0
在哪里找蚂蚁花呗	哪里还好花呗	0
怎么我扫二维花呗不可以支付	花呗不能扫二维码吗	0
花呗还款日期能变后吗	如何修改蚂蚁花呗还款日期步骤	0
我支付宝消费那么多为什么，蚂蚁花呗不给开通	为啥我开通不了花呗	0
为什么，我的还开通不了花呗	我不能开通花呗或信用卡付款	0
蚂蚁花呗无法同意授权	授权好友，花呗	0
为什么点开花呗一直提醒系统繁忙，请稍后再试	点击花呗界面，显示系统繁忙稍后再试	1
借呗借了还，还了借	蚂蚁借呗随时还	0
买票可以启动花呗临时额度吗	花呗境外临时额度可以在国内使用吗	0
怎么解除花呗额度被冻结	花呗冻结什么原因	0
收款码可以使用花呗么	收钱码手机上的可以用吗	0
花呗还款是预留手机号不对怎么办	我支付宝花呗的预留手机号怎么不是我本机号码	0
我的是借呗还是网商贷	网商贷和借呗同时能存在吗	0
?为什么我审请了花呗收钱用不了	我怎么不可以花呗收钱	1
芝麻通行证和开通借呗有关吗	芝麻通行证和蚂蚁借呗	0
就连登录花呗都不行	花呗怎么登录	0
花呗绑定的手机号码	花呗能换手机号码吗	0
借呗当天借还	借呗到期当天，几点前全部还清	0
蚂蚁花呗分期还款有利息吗	这花呗是有付利息的吗	0
需要具体什么条件才能开通花呗	我的花呗为什么用不了	0
花呗分期还款提前还款要每个月的手续费吗	花呗分期提前还款还要手续费么	1
蚂蚁借呗时手机收不到验证码	花呗支付手机收不到验证码	0
花呗逾期关闭多久可以开通	我的还需要多久能开通花呗	0
蚂蚁借呗预期一天	蚂蚁借呗逾期几天会有影响	0
关闭花呗后可以在另外账号开通花呗吗	关闭花呗能用其他账号再开通吗	1
花呗可以预期几天	花呗还款可否延期***天	0
我之前在花呗借了三百的，但现在号码我不记得了	有花呗帐号，但不记得怎么登录了	0
我感觉我的花呗扣款和银行扣款重复了	付款用的银行卡，银行也扣款了，但是退款退到花呗上了	0
借呗到期可以分期还款吗	蚂蚁借呗分期可以修改嘛	0
余额宝自动 还花呗	我的余额宝里面有钱他会自动还花呗吗	1
蚂蚁花呗怎么看零时额度	怎么职消花呗	0
借呗申请额度填错	借呗额度可以调整的	0
花呗如何还一半先	要先还花呗嘛	0
能不能看看我的为什么申请不了蚂蚁花呗	我申请的花呗收钱码，提示能用，怎么不能用	0
为什么我的花呗只欠了***	余额为什么钱都到花呗了	0
花呗分期后退货退款	花呗部分退款	0
要用花呗买别的东西	用花呗分期买东西怎么弄	0
二维码收款花呗最多***元	二维码收款收花呗的收很少钱	0
借呗还清后怎么又关闭了	按时还款，怎么还关了我的蚂蚁借呗	0
商品价格高于花呗余额能分期吗	花呗分期付款是否需要花呗金额大于商品金额	0
蚂蚁花呗的不良信息会一直存在吗	蚂蚁花呗会清零吗	0
用花呗分期买的，退货后怎么还在让我分期还、款	我就是想问问 淘宝花呗分期付款买东西 如果付了一期后 到货了 不喜欢想退货 后面俩期要不要取消分期的	0
另外个账号花呗关闭了能换这个使用吗	关闭花呗里面的钱是不是不能用了	0
花呗还款从哪扣款	花呗消费了怎么算还款是哪个月	0
如何使用花呗支付	怎样用花呗付款	1
借呗提前还款还这一月的可以吗	蚂蚁借呗分期还款，在还款当天可提前还吗	0
借呗里面的钱可以放在余额宝吗	花呗还款余额宝可以直接扣款吗	0
花呗刷不了脸	为什么花呗刷脸一直不过	1
用了购物津贴不能用花呗支付吗	购物津贴要怎么使用怎么都是用自己的花呗	0
我的借呗资金是多少	借呗一次可借多少	1
开淘宝店能开通花呗付款	为什么花呗用手机号开通的支付宝账号不能用	0
看看可以不可以	什么时候可以	0
借呗逾期最低还款额多少	支付宝借呗可以最低还款吗	0
花呗给的临时额度能分期还吗	花呗临时额度能用来分期吗什么时候还	0
我的借呗不能用	我的借呗现在无法使用	1
手机分期的话花呗额度不够怎么办	花呗分期付款余额不够怎么办	1
我的花呗我是不是还多了***多	花呗绑定的手机不是我的	0
在借呗借***一个月要还多少利息	借呗玉玉其实利息是多少	0
花呗还款可以让好友还款吗	能让别人代还花呗吗	1
花呗还款分期	花呗分期一次性还，怎么还	0
借呗找人还款	周六日蚂蚁借呗还款吗	0
蚂蚁花呗重新怎么开通	我请求再次开通蚂蚁花呗	1
蚂蚁花呗开通不了怎么回事	条件满足但开通不了花呗	1
我的借呗为什么没额度	我为什么不能开通蚂蚁借呗	0
借呗和网商贷便宜	借呗和网商货有什么不同	0
如果借呗规定日期没还会怎么样	借呗要不按期还，推迟两天还会怎么样	1
花呗还清可以再使用吗	借呗还清花呗不能使用	0
花呗退款什么到帐	花呗什么时侯退款	0
展开 我的借呗用了一次怎么就没了	借呗的钱已经还完了，我怎么还说没有信用	0
也不会影响借呗提额的是吗	为什么我的借呗借不了钱	0
退款给花呗后，有啥好处	花呗付款有什么好处	0
花呗限制金额或者消费次数吗	超过该场景花呗消费次数或金额限制	0
怎么实名验证后还是用不了借呗呀	身份资料已实名认证，为何是用不了蚂蚁借呗	1
我请求不要借呗和花呗	花呗和借呗是一家	0
可以用微信还花呗钱吗	花呗支持微信付款吗	1
有逾期记录还能在开花呗吗	支付宝有负面记录有机会开通花呗吗	0
收货了怎么拿还花呗的钱	花呗朋友怎么帮我还	0
多少花呗才能分期衣服	花呗分期额度后面能用多少额度	0
看不到客人是用零钱还是花呗或者是信用卡付款	客人用花呗还钱，商家钱是不是马上到账	0
我今天吧所有花呗分期款都还清了	我只需要还花呗的钱就行了	0
为什么条件都达到了无法开通花呗	为什么年龄到了开通不了花呗	0
我用花呗付了钱为什么没让我选几期	蚂蚁花呗为什么自动付钱	0
借呗借了还能再接吗	借呗我可以推辞还吗	0
花呗分期退款要收取手续费吗	花呗分期有部分退款 手续费还扣吗	1
花呗额度用完还可以负额吗	额度就是指这个月可用花呗的总金额	0
一直没有花呗	淘宝上没有显示花呗	0
不绑银行卡 花呗	花呗不绑定银行卡可以么	1
花呗分期可以变吗	我的花呗分期付款分六期，可以改三期吗	1
用了花呗最低还款后会影响信用吗	用了花呗最低还款后会影响芝麻信用嘛	1
借呗刷脸通不过怎么办	花呗刷脸辨认不出怎么办	0
借呗还清后能关掉吗	怎麼关掉借呗	1
我转到花呗里面的钱，怎么不见了	我换了个号码 花呗不见了 怎么回事	0
交易关闭，花呗还是扣款了	交易关闭怎么还让我还花呗钱	0
我六十几元是用自己的银行卡支付，为什么没用花呗支付，要还什么款	为什么我还款花呗了系统没扣走储蓄卡的钱	0
我说明了，是实体店的？顾客在我家使用花呗，我提现需要我的手续费嘛	我是淘宝商家，买家如果用花呗分期付款，要手续费吗	0
借呗到期可以再分期吗	我的借呗可以分期吗	0
我这个月***号用的花呗多久还款	我的花呗***号还款，最迟几点还	0
蚂蚁借呗能强开吗	蚂蚁借呗！咋样能开通	0
蚂蚁借呗额度减少是多少怎么回事	为什么我不能使用蚂蚁借呗？我怎么没有信用额度	0
信用卡花呗付款开通后，需要再申请付款码吗	开通了花呗和信用卡收款为什么不能用	0
花呗还款日可以改到每月***号吗	可以改花呗还款金额吗	0
怎么开通商家花呗扫码	开通商家花呗收款码	1
怎么查询花呗哪个卡还款	花呗还款如何查询钱怎么花了	0
另一个手机不用了，想用现在的手机账号开通花呗，可是还是提示另一个手机有花呗	我的另一个支付宝账号开通过，现在关闭了，如何开通新的支付宝账号的花呗	0
我用花呗买的火车票 火车票还没取 花呗账单分期了 我把火车票退了 钱退到哪里	我买了火车票，用的花呗，当时就还款了，现在我要退火车票，钱会回到我银行卡嘛	0
借呗分期手续费怎么算	借呗一定会收取手续费吗	0
开通余额宝代扣功能还款蚂蚁花呗	蚂蚁花呗余额宝代扣协议怎么开通	1
怎么我的花呗没有分期还款这一项	何计算 · 花呗分期后能一次还清吗 我这个卖家没支持退款申请怎么办	0
请帮我借呗提额	借呗没额度 怎样提升	1
为什么借呗还款期数只有***个月	为什么我的借呗只有***个月和***个月的选项	1
我的蚂蚁借呗还没通过	为什么我的借呗总是开通失败	1
花呗战不可用 是怎么回事	花呗不可用是什么情况	1
借呗双十一前不有免息的吗	借呗双十一息券领取	0
最近可以领花呗额度吗	花呗临时额度领取	0
另一个账户花呗已关闭，为什么现有这个还提示	怎样还另一个账号花呗	0
自己关闭借呗后怎么开通	借呗。关了如何开通	0
花呗是否支持固话缴费	嘀嘀为什么不支持花呗了	0
花呗没还清是不是不能开通借呗	花呗没还完！不能用借呗吗	1
为什么没退之前我的花呗都是买了***，卖家把钱退回来之后又是***	然后退给我钱了，但是我又还了花呗的钱了	0
花呗是通过什么扣款	花呗自动扣款日是几点扣款	0
花呗的最低额度还款是什么	花呗能选择最低还款吗	0
借呗被封怎么办	怎么我的借呗封了	1
花呗的还款时间可以更改嘛	我的花呗还款日可以修改吗	1
借呗什么时候恢复借钱	借呗已经还清 额度为什么不恢复	0
为啥我的花呗不好用	为什么我的花呗开不了	0
以前能用花呗缴费着嘛	前几天还能用花呗充值	1
铂金会员和借呗有关系么	花呗额度和会员积分有关系吗	0
为什么我还借呗的钱，手机验证码收不到短信	蚂蚁花呗验证短信收不到	0
为什么花呗零时额度领不了	花呗可以领临时额度吗	0
花呗账号跟我的支付宝账号不一致	我的花呗账号和支付宝不一样	1
银行卡无效了如何还花呗	如何为别人的花呗还款	0
